label;genre;origin
Reena;F;english
Reene;F;english
Reenie;F;english
Rees;M;welsh
Reese;M;welsh
Reeta;F;finnish
Reetta;F;finnish
Reg;M;english
Regan;F;english
Regana;F;english (modern)
Regena;F;english
Reggie;M;english
Regina;F;english, italian, late roman
Reginald;M;english
Regula;F;german
Rei;F;japanese
Reid;M;english, scottish
Reijo;M;finnish
Reimund;M;german
Rein;M;german
Reina;F;spanish, english, jewish
Reinaldo;M;portuguese, spanish
Reine;F;french
Reiner;M;german
Reinhard;M;german
Reinhilde;F;german
Reinhold;M;german
Rembrandt;M;dutch
Remedios;F;spanish
Remei;F;catalan
Remi;M;
Remiel;M;judeo-christian legend
Remigio;M;italian, spanish, portuguese
Remo;M;italian
Remus;M;roman mythology
Remy;M;
Ren;F;japanese
Rena;F;english
Renae;F;english
Renard;M;french, polish
Renata;F;italian, german, polish, czech, croatian, lat
Renate;F;german, dutch
Renato;M;italian, spanish, portuguese
Renatus;M;late roman
Renaud;M;french
René;M;french
Renée;F;french
Renie;F;english
Renita;F;english
Renzo;M;italian
Retha;F;
Reto;M;german
Reuben;M;biblical, jewish, english
Reuel;M;biblical
Reut;F;jewish
Reuven;M;jewish
Reva;F;
Rex;M;english
Rexana;F;english
Rexanne;F;english
Reynaldo;M;spanish
Reynard;M;english
Reynaud;M;french
Reynold;M;english
Rhamantus;F;welsh
Rhbeen;M;arabic
Rhea;F;greek mythology, roman mythology
Rheanna;F;english
Rheinallt;M;welsh
Rhett;M;english
Rhetta;F;english
Rhian;F;welsh
Rhianna;F;english
Rhiannon;F;welsh, welsh mythology
Rhianon;F;welsh
Rhianu;F;welsh
Rhisiart;M;welsh
Rhoda;F;biblical, english
Rhodri;M;welsh
Rhona;F;scottish
Rhonda;F;english
Rhonwen;F;welsh
Rhosyn;F;welsh
Rhydderch;M;welsh
Rhys;M;welsh
Ria;F;german, english
Riad;M;
Rian;M;english
Riannon;F;welsh
Riaz;M;arabic
Rica;F;english, german
Ricarda;F;spanish, german
Ricardo;M;spanish, portuguese
Riccarda;F;italian
Riccardo;M;italian
Rich;M;english
Richard;M;english, french, german, czech
Richardine;F;english
Richelle;F;
Richendra;F;english
Richie;M;english
Richmal;F;english (modern)
Rick;M;english
Rickena;F;english
Rickey;M;english
Rickie;M;english
Ricky;M;english
Rico;M;spanish, italian
Ridley;M;english
Rigby;M;english
Rigel;M;astronomy
Riikka;F;finnish
Riitta;F;finnish
Rik;M;english
Rika;F;
Rikard;M;scandinavian, finnish
Rike;F;german
Rikhard;M;finnish
Rikke;F;danish
Rikki;F;english
Riku;M;finnish
Riley;M,F;english
Rilla;F;
Rim;F;arabic
Rina;F;english, italian
Rinaldo;M;italian
Rino;M;italian
Rio;M;
Riordan;M;irish
Risto;M;finnish
Rita;F;english, scandinavian, german, hungarian, ita
Ritchie;M;english
Ritej;F;
River;M,F;english
Rivka;F;jewish
Riyad;M;
Rizwan;M;arabic
Roald;M;norwegian
Roar;M;norwegian
Rob;M;english
Robbie;M,F;english
Robby;M,F;english
Robena;F;
Robert;M;english, french, scandinavian
Roberta;F;english, italian
Robertina;F;english, italian, spanish
Roberto;M;italian, spanish, portuguese
Robi;M;hungarian
Robin;M,F;english
Robina;F;english
Robinson;M;
Robyn;F;english
Robynne;F;english (modern)
Roc;M,F;catalan
Rocco;M;italian
Roch;M;french
Rochelle;F;french
Rocky;M;english
Rod;M;english
Roddy;M;english
Roderic;M;english
Roderick;M;english
Rodge;M;english
Rodger;M;english
Rodica;F;romanian
Rodina;F;scottish
Rodion;M;russian
Rodney;M;english
Rodolf;M;german, dutch
Rodolfo;M;italian, spanish
Rodolph;M;english, french
Rodolphe;M;french
Rodrigo;M;spanish, italian
Rodrigue;M;french
Rodya;M;russian
Roel;M;dutch
Roeland;M;dutch
Rogelio;M;spanish
Roger;M;english, french
Rogerio;M;portuguese
Rohan;M;indian
Rohesia;M;
Roi;M;galician, jewish
Roibeard;M;irish
Rokia;F;
Roksana;F;russian
Rokuro;M;japanese
Rokya;F;
Rolan;M;
Roland;M;english, french
Rolande;F;french
Rolando;M;spanish
Rold;M;spanish
Rolf;M;german, scandinavian, english
Rolland;M;english
Rollo;M;english
Rolo;M;english
Rolph;M;english
Roly;M;english
Rom;M;
Roma;F;
Romain;M;french
Romaine;F;french
Roman;M;russian, polish, czech
Romana;F;italian
Romane;F;
Romano;M;italian
Romayne;F;english (modern)
Romeo;M;italian
Romey;F;english
Romilda;F;italian
Romina;F;spanish
Romola;F;italian
Romolo;M;italian
Romulus;M;roman mythology
Romy;F;german, english
Ron;M,F;english
Rona;F;english
Ronald;M;scottish, english
Ronalda;F;scottish, english
Ronaldo;M;portuguese
Ronan;M;
Ronda;F;english
Ronen;M;jewish
Rong;M,F;chinese
Roni;F;jewish
Ronit;F;irish
Ronnette;F;english
Ronnie;M,F;english
Ronny;M;english
Roope;M;finnish
Roopertti;M;finnish
Roosevelt;M;english
Roque;M;spanish, portuguese
Rorie;M;irish, scottish
Rory;M;irish, scottish
Ros;F;english
Rosa;F;spanish, italian, portuguese, scandinavian
Rosabel;F;
Rosabella;F;italian
Rosalba;F;italian
Rosaleen;F;english
Rosalia;F;italian
Rosalie;F;french
Rosalin;F;english
Rosalina;F;portuguese, spanish
Rosalind;F;english
Rosalinda;F;
Rosaline;F;english
Rosalva;F;
Rosalyn;F;english
Rosalynne;F;english
Rosamond;F;english
Rosamund;F;english
Rosangela;F;italian
Rosanna;F;english, italian
Rosannah;F;english
Rosanne;F;english
Rosario;F;spanish
Roscoe;M;english
Rose;F;english, french
Roseann;F;english
Roseanne;F;english
Rosella;F;italian
Roselle;F;french
Roselyn;F;english
Rosemarie;F;german, scandinavian
Rosemary;F;english
Rosemonde;F;french
Rosetta;F;italian
Rosette;F;french
Roshan;M,F;arabic
Roshanara;F;arabic
Rosheen;F;irish
Roshni;F;
Rosie;F;english
Rosina;F;italian
Rosine;F;french
Rosita;F;spanish
Roslyn;F;english
Ross;M;scottish, english
Rossella;F;italian
Rostislav;M;russian, czech
Roswell;M;english
Roswitha;F;german
Rosy;F;english
Rowan;M,F;english
Rowanne;F;english
Rowena;F;english
Rowina;F;english
Rowland;M;english
Rowley;M;english
Roxana;F;english, spanish, romanian
Roxane;F;french, english
Roxanna;F;english
Roxanne;F;english, french
Roxie;F;english
Roxy;F;english
Roy;M;scottish, english
Royal;M;english
Royale;M;english
Royce;M;english
Roydon;M;english
Royle;M;english
Royston;M;english
Roz;F;english
Roza;F;russian, slovene
Rozabela;F;esperanto
Rozalija;F;lithuanian, slovene
Rozanne;F;english
Roze;F;lithuanian
Ru;M;chinese
Ruadh;M;irish
Ruaidhr;M;irish
Ruaidr;M;irish
Ruair;M;irish
Ruairi;M;scottish
Ruairidh;M;scottish
Ruaraidh;M;scottish
Ruaridh;M;scottish
Rub;M;spanish
Rube;M;english
Ruben;M;scandinavian, dutch
Rubena;F;esperanto
Rubina;F;
Ruby;F,M;english
Rubye;F;english
Ruchel;F;jewish
Rudi;M;german, hungarian
Rudo;M;african
Rudolf;M;german, dutch, scandinavian, polish, czech, h
Rudolph;M;english
Rudy;M;english
Rudyard;M;english
Rue;F;english
Rufina;F;russian, ancient roman
Rufino;M;italian, spanish, portuguese
Rufus;M;ancient roman, english, biblical
Ruggero;M;italian
Ruggiero;M;italian
Rui;M;portuguese
Rukmini;F;indian
Runa;F;scandinavian
Rune;M;scandinavian
Rupert;M;german, dutch, english
Ruperta;F;spanish
Rupinder;F;indian
Ruqayya;F;arabic
Rurik;M;russian
Ruslan;M;russian
Russ;M;english
Russel;M;english
Russell;M;english
Rustam;M;iranian
Rusty;M;english
Rut;F;swedish, german, italian, spanish, polish
Ruta;F;lithuanian
Rutger;M;dutch
Ruth;F;english, german, scandinavian, biblical
Ruthie;F;english
Ruuben;M;finnish
Ruud;M;dutch
Ruxandra;F;romanian
Ruy;M;spanish
Ryad;M;
Ryan;M,F;irish, english
Ryana;F;english
Ryanne;F;english
Rylan;M;english
Rylee;F;english
Ryley;M;english
Rym;F;
Ryo;M;japanese
Ryota;M;japanese
Ryszard;M;polish
Sa;M;
Sa'd;M;arabic
Sa'dia;F;arabic
Sa'id;M;arabic
Sa'ida;F;arabic
Saad;M;
Saara;F;finnish
Sabah;F;arabic
Sabas;M;
Sabeen;F;arabic
Sabella;F;english
Sabia;F;irish
Sabina;F;english, italian, spanish, portuguese, romani
Sabine;F;french, german
Sabino;M;italian
Sabri;M;
Sabrina;F;english, italian
Sabrine;F;
Saburo;M;japanese
Sacha;M,F;french
Sachairi;M;scottish
Sacheverell;M;english
Sachie;M;english
Sachiko;F;japanese
Sachin;M;indian
Sadaf;F;arabic
Sadb;F;irish
Saddam;M;arabic
Sadhbh;F;irish
Sadie;F;english
Sadio;F;
Safa;F;
Saffie;F;english
Saffron;F;english
Safia;F;
Safiatou;F;
Safira;F;esperanto
Safiya;F;
Sage;F,M;english
Sahar;F;arabic
Saibh;F;irish
Saïd;M;
Saif;M;
Saiful;M;arabic
Saifullah;M;arabic
Sakari;M;finnish
Sakhr;M;arabic
Saki;F;japanese
Sakina;F;
Saku;M;finnish
Sakura;F;japanese
Sal;F,M;english
Salacia;F;roman mythology
Salah;M;arabic
Salal;F,M;english
Salamon;M;hungarian
Saleem;M;indian
Saleh;M;arabic
Salem;M;
Salena;F;
Salha;F;arabic
Salih;M;arabic
Salim;M;arabic
Salima;F;arabic
Salimata;F;
Salina;F;
Salli;F;finnish
Sallie;F;english
Sally;F;english
Salma;F;arabic
Salman;M;
Salom;M;portuguese
Salome;F;french, english, german, biblical
Salomea;F;polish
Salomon;M;finnish
Salud;F;spanish
Salut;F;catalan
Salvador;M;spanish
Salvalus;M;
Salvatore;M;italian
Sam;M,F;english
Samanta;F;italian
Samantha;F;english
Samara;F;english
Samba;M;
Sameer;M;arabic
Sameera;F;arabic
Sami;M;hungarian, finnish
Samia;F;
Samina;F;arabic
Samir;M;arabic
Samira;F;arabic
Sammi;F;english (modern)
Sammie;M,F;english
Sammy;M,F;english
Samnang;M,F;khmer
Samoyla;M;russian
Sampson;M;english
Samson;M;biblical, english
Samu;M;hungarian
Samuel;M;english, french, biblical
Samuela;F;italian
Samuele;M;italian
Samuil;M;russian
Samuli;M;finnish
Samy;M;
San;M,F;chinese
Sana;F;arabic
Sana';F;arabic
Sanaa;F;
Sanaz;F;iranian
Sancha;F;spanish
Sanchia;F;spanish
Sancho;M;spanish
Sanda;F;romanian
Sandalio;M;spanish
Sandeep;M;indian
Sandford;M;english
Sandhya;F;indian
Sandie;F;english
Sandra;F;italian, english
Sandrine;F;french
Sandro;M;italian
Sandu;M;romanian
Sandy;F,M;english
Sanford;M;english
Sango;F;japanese
Sani;M;arabic
Saniyya;F;arabic
Sanjay;M;indian
Sanjeet;M;indian
Sanjeev;M;indian
Sanjit;M;indian
Sanjiv;M;indian
Sankar;M;indian
Sanna;F;scandinavian
Sanne;F;dutch
Sans;M;
Sansone;M;italian
Santa;F;italian
Santeri;M;finnish
Santiago;M;spanish
Santino;M;italian
Santo;M;italian
Santos;M;spanish
Santuzza;F;italian
Sanya;F;arabic
Saoirse;F;irish
Sapphira;F;biblical, english
Sapphire;F;english
Sappho;F;ancient greek
Sara;F;arabic, greek, spanish, italian, portuguese,
Sarah;F;english, french, german, biblical
Sarahjeanne;F;english (modern)
Sarai;F;biblical
Saraid;F;irish
Saranna;F;english
Saraswati;F;indian, hindu mythology
Sarava;M;
Sari;F;finnish
Sariah;F;english
Sarina;F;english
Sarita;F;spanish
Sarosh;M;
Sarra;F;english
Sascha;M,F;german
Sasha;M,F;russian
Sashi;M;indian
Saskia;F;dutch
Sassa;F;swedish
Satchel;M,F;english
Satine;F;
Satish;M;indian
Satu;F;finnish
Saturn;M;roman mythology
Saturnina;F;ancient roman, spanish
Saturnino;M;spanish, italian, portuguese
Saturninus;M;ancient roman
Sauda;F;african
Saul;M;biblical, jewish
Saule;F;lithuanian
Saundra;F;scottish
Sava;M;russian
Savalus;M;
Savanna;F;english
Savannah;F;english
Savas;M;turkish
Saveli;M;russian
Saverio;M;italian
Savino;M;italian
Savio;M;italian
Savitri;F;indian
Sawney;M;scottish
Sawyer;M;english
Sawyl;M;welsh
Saxon;M;english
Sayuri;F;japanese
Sayyid;M;arabic
Scarlet;F;english
Scarlett;F;english
Scevola;M;italian
Scheherazade;F;arabic
Schwanhild;F;
Scilla;F;
Scot;M;english, scottish
Scott;M;english, scottish
Scottie;M;english, scottish
Scotty;M;english, scottish
Scout;F;english
Se;M;irish
Seachnall;M;irish
Seaghdh;M;scottish
Seamour;M;english
Sean;M;irish
Sebasti;M;spanish
Sebastiaan;M;dutch
Sebastian;M;english, german
Sebastiana;F;italian
Sebastiano;M;italian
Sebastien;M;
Sebesty;M;hungarian
Sebestyen;M;hungarian
Sechnall;M;irish
Secundinus;M;ancient roman
Secundus;M;ancient roman
Seeta;F;indian
Seetha;F;indian
Sefton;M;english
Sefu;M;african
Sekar;M;indian
Sekel;M;jewish
Sekou;M;
Sela;F;biblical
Selby;M,F;english
Selena;F;greek mythology (latinized)
Selène;F;greek mythology, greek, english
Selig;M;jewish
Selim;M;turkish
Selima;F;english
Selina;F;russian
Selma;F;english
Selvaggia;F;italian
Selwyn;M;english
Selyan;M;
Semele;F;greek mythology
Semyon;M;russian
Senan;M;irish
Sence;F;
Sender;M;jewish
Seneca;M;ancient roman, english
Senga;F;scottish
Sens;F;
Seoc;M;scottish
Seoirse;M;irish
Seona;F;scottish
Seonag;F;scottish
Seosamh;M;irish
Sephora;F;
Sepp;M;german
Seppel;M;german
Seppo;M;finnish
September;F,M;english
Septima;F;ancient roman, spanish
Septimus;M;ancient roman
Sequoia;F;english
Sera;F;english
Serafima;F;russian
Serafina;F;italian
Serafino;M;italian
Seraphina;F;english, german
Seraphine;F;french
Seren;F;welsh
Serena;F;english, italian
Serenity;F;english
Serge;M;french
Sergei;M;russian
Sergio;M;italian, spanish, portuguese
Sergius;M;ancient roman
Serhat;M;turkish
Serina;F;english
Serine;F;
Serrena;F;english
Servius;M;ancient roman
Sesto;M;italian
Set;M;egyptian mythology
Seth;M;biblical, english
Sethunya;F;african
Seumas;M;scottish
Sevan;F,M;armenian
Sevastian;M;russian
Sevastyan;M;russian
Seve;M;spanish
Severiano;M;italian, spanish
Severin;M;german
Severina;F;italian, portuguese, croatian, german, ancien
Severino;M;italian, spanish, portuguese
Severo;M;italian, spanish
Seward;M;english
Sextus;M;ancient roman
Seydou;M;
Seymour;M;english
Seynabou;F;
Sha;M;
Shachar;F,M;jewish
Shad;M;
Shadi;M,F;arabic, iranian
Shadrach;M;biblical
Shadya;F;arabic
Shae;M,F;english
Shaelyn;F;english
Shafiq;M;arabic
Shafiqa;F;arabic
Shahar;F,M;jewish
Shahira;F;arabic
Shahjahan;M;arabic
Shahnaz;F;iranian, arabic
Shahpur;M;
Shahrazad;F;arabic
Shahriar;M;iranian
Shahrizad;F;arabic
Shahrokh;M;iranian
Shahzad;M;arabic
Shaï;M;jewish
Shaïly;F;
Shaïma;F;
Shaïna;F;jewish
Shaindel;F;jewish
Shakir;M;arabic
Shakira;F;arabic
Shakti;F;indian
Shakuntala;F;indian
Shalom;M;jewish
Shama;F;arabic
Shamgar;M;biblical
Shamira;F;jewish
Shamus;M;irish
Shan;F;english
Shana;F;english
Shandar;M;indian
Shane;M;irish, english
Shanelle;F;english (modern)
Shanene;F;english (modern)
Shani;F;
Shania;F;english (modern)
Shanice;F;english (modern)
Shanika;F;english (modern)
Shankar;M;indian
Shankara;M;indian
Shanna;F;english
Shannah;F;english
Shannon;F,M;english
Shanon;F;
Shanta;F;indian
Shantae;F;english
Shantel;F;english
Shantelle;F;english
Shanti;F;indian
Shany;F;
Shaquille;M;arabic
Sharalyn;F;english (modern)
Shareef;M;indian
Shari;F;english
Sharif;M;arabic
Sharifa;F;arabic
Sharise;F;english (modern)
Sharla;F;english
Sharleen;F;english
Sharlene;F;english
Sharma;M;indian
Sharmaine;F;english
Sharmila;F;indian
Sharon;F,M;english, biblical
Sharona;F;english
Sharron;F;english
Sharyl;F;english (modern)
Sharyn;F;english (modern)
Shashi;M;indian
Shaun;M;english
Shauna;F;english
Shavonne;F;irish, english
Shaw;M;english
Shawn;M,F;english
Shawna;F;english
Shawnda;F;english
Shawnee;F;english
Shay;M,F;jewish, irish, english
Shayan;M;
Shayla;F;english (modern)
Shayma;F;
Shayna;F;jewish
Shaynah;F;jewish
Shea;M,F;irish
Sheamus;M;irish
Sheard;M;english
Sheba;M;biblical
Sheela;F;indian
Sheelagh;F;english (modern)
Sheena;F;scottish, english
Sheenagh;F;english (modern)
Sheherazade;F;arabic
Shehrevar;M;
Sheila;F;irish, english
Sheine;F;jewish
Shekhar;M;indian
Shelagh;F;english
Shelby;M,F;english
Sheldon;M;english
Shelena;F;
Shelia;F;
Shell;F,M;english
Shelley;F;english
Shelly;F;english
Shem;M;biblical
Shena;F;
Sheona;F;
Sher;M;arabic
Sherah;F;biblical
Sheree;F;english
Shereen;F;iranian
Sheri;F;english
Sheridan;M;english
Sherie;F;english
Sherill;F;english
Sherilyn;F;english
Sherine;F;
Sherisse;F;english
Sherley;F;english
Sherlock;M;english
Sherman;M;english
Sherri;F;english
Sherrie;F;english
Sherry;F;english
Sheryl;F;english
Shevaun;F;irish, english
Shevon;F;irish, english
Shichiro;M;japanese
Shifra;F;jewish
Shiloh;M;english
Shimmel;M;jewish
Shimon;M;jewish
Shimshon;M;jewish
Shin;M;korean
Shinju;F;japanese
Shiphrah;F;biblical, jewish
Shir;F;jewish
Shira;F;jewish
Shireen;F;iranian
Shirel;F;
Shirin;F;iranian
Shirine;F;
Shirlee;F;english
Shirley;F,M;english
Shiro;M;japanese
Shirral;F;
Shiva;M;indian, hindu mythology
Shlomo;M;jewish
Shmuel;M;jewish
Sho;M;japanese
Shobha;F;indian
Sholto;M;scottish
Shona;F;scottish
Shonda;F;english (modern)
Shoshana;F;jewish
Shoshannah;F;jewish
Shprintza;F;jewish
Shprintze;F;jewish
Shprintzel;F;jewish
Shripati;M;indian
Shug;M;scottish
Shui;M,F;chinese
Shukri;M;arabic
Shukriyya;F;arabic
Shulamit;F;jewish
Shulamith;F;jewish
Shulammite;F;jewish
Shun;F;chinese
Shura;F,M;russian
Shyam;M;indian
Shyama;F;indian
Shyla;F;english (modern)
Shyrel;F;
Si;M;welsh
Sian;F;welsh
Siana;F;welsh
Siani;F;welsh
Siarl;M;welsh
Siavush;M;iranian
Sib;M;indian
Sibilla;F;english
Sibyl;F;english
Sibylla;F;greek, german, swedish
Sibylle;F;german, french
Sid;M;english
Siddharta;M;indian
Siddhartha;M;indian
Sidi;M;
Sidney;M,F;english
Sidonie;F;french
Sidonius;M;ancient roman
Sidony;F;english
Sidy;M;
Sieffre;M;welsh
Siegbert;M;german
Siegfried;M;german
Sieghard;M;german
Sieghild;F;
Sieglinde;F;german
Siegmund;M;german
Siemen;M;dutch, frisian
Siena;F;
Sienna;F;
Sierra;F;english
Sif;F;norse mythology
Sigeberht;M;anglo-saxon
Sigfrid;M;swedish
Sigi;M,F;german
Sigismund;M;german
Sigiswald;M;german
Sigmund;M;german, english
Signe;F;scandinavian
Signy;F;scandinavian
Sigrid;F;scandinavian
Sigrun;F;scandinavian, norse mythology
Sigurd;M;scandinavian, norse mythology
Sigvard;M;swedish
Siham;F;
Sihem;F;
Silas;M;english, greek, biblical
Silja;F;finnish
Silje;F;norwegian, danish
Silke;F;german
Siloe;F;
Silvana;F;italian
Silvano;M;italian
Silvanus;M;ancient roman, roman mythology
Silver;M,F;english
Silvester;M;english, german
Silvestra;F;english, italian
Silvestre;M;spanish
Silvestro;M;italian
Silvia;F;italian, spanish, portuguese, romanian, engli
Silvija;F;croatian
Silvio;M;italian, spanish, portuguese
Silviu;M;romanian
Sim;M;portuguese
Simba;M;african
Simcha;F,M;jewish
Simeon;M;biblical
Simge;F;turkish
Simin;F;iranian
Simo;M;finnish
Simon;M;english, french, scandinavian, hungarian, slo
Simona;F;italian, romanian, czech, slovene
Simone;F;french
Simonetta;F;italian
Simonette;F;english
Sinclair;M;english
Sindre;M;norwegian
Sindri;M;norse mythology, icelandic
Sindy;F;english (modern)
Sini;F;finnish
Siobhan;F;irish
Siofra;F;irish
Sioned;F;welsh
Siors;M;welsh
Siorus;M;welsh
Sipho;M;african
Sira;F;
Siran;F;armenian
Siri;F;scandinavian
Sirine;F;
Sirius;M;astronomy
Sirvart;F;armenian
Sisel;F;jewish
Sisko;F;finnish
Sissie;F;english
Sissy;F;english
Sita;F;indian, hindu mythology
Sitara;F;indian
Siv;F;scandinavian, norse mythology
Sive;F;irish
Siwan;F;welsh
Sixte;M;
Sixtine;F;
Sjurd;M;norwegian
Skander;M;
Sky;F,M;english
Skye;F,M;english
Skylar;M,F;english
Skyler;M,F;english
Slavomir;M;czech, slovak
Slawomir;M;polish
Sloan;F,M;english
Sloane;F,M;english
Sly;M;english
Soan;M;
Sobieslaw;M;polish
Socrates;M;ancient greek (latinized)
Sofia;F;norwegian, swedish, italian, greek
Sofiane;M;
Sofie;F;german, danish, dutch
Sofija;F;serbian, croatian
Sofiya;F;russian
Sofronio;M;spanish
Sohail;M;indian
Sohan;M;
Sohane;F;
Sohrab;M;iranian
Sokhna;F;
Sol;F, M;spanish, portuguese, jewish
Solal;M;
Solange;F;french
Soledad;F;spanish
Solène;F;
Solenn;F;
Soline;F;
Solly;M;jewish
Solomon;M;biblical, english
Solon;M;ancient greek
Solveig;F;norwegian
Solvej;F;danish
Solvig;F;swedish
Somerled;M;scottish
Somhairle;M;scottish, irish
Sommer;F;german
Sonal;F;indian
Sondra;F;english (modern)
Soner;M;turkish
Sonia;F;english, italian, spanish, portuguese, romani
Sonja;F;german, scandinavian
Sonje;F;german
Sonnie;M,F;english
Sonny;M,F;english
Sonya;F;russian
Sopheap;F,M;khmer
Sophia;F;english, greek, german, italian
Sophie;F;french, english, german
Sophocles;M;ancient greek (latinized)
Sophronia;F;english, ancient greek
Sophronius;M;ancient greek (latinized)
Sophus;M;ancient greek (latinized)
Sophy;F;english
Sora;F;japanese
Soraya;F;
Sorcha;F;irish, scottish
Soren;M;
Sorin;M;romanian
Sorina;F;romanian
Sorley;M;scottish, irish
Sorrel;F;english
Sosigenes;M;ancient greek
Sosimo;M;spanish
Sostrate;F;ancient greek
Sotiria;F;greek
Sotirios;M;greek
Sotiris;M;greek
Souleyman;M;
Souleymane;M;
Soumaya;F;
Spartacus;M;history
Spencer;M;english
Spike;M;english
Spiridon;M;greek
Spiro;M;greek
Spiros;M;greek
Spring;F;english
Sprita;F;esperanto
Spurius;M;ancient roman
Spyridon;M;greek, russian
Spyro;M;greek
Spyros;M;greek
Sri;F;indian
Sroel;M;jewish
Ssanyu;F;african
Stacee;F;english (modern)
Stacey;F,M;english
Staci;F;english (modern)
Stacia;F;english
Stacie;F;english
Stacy;F;
Stafford;M;english
Stamatia;F;greek
Stamatios;M;greek
Stamatis;M;greek
Stan;M;english
Stanford;M;english
Stanimir;M;russian, bulgarian
Stanislas;M;history
Stanislav;M;czech, russian
Stanislava;F;czech, russian
Stanislaw;M;polish
Stanislawa;F;polish
Stanley;M;english
Star;F;english
Stasya;F;russian
Stathis;M;greek
Stavros;M;greek
Steafan;M;scottish
Steaphan;M;scottish
Steen;M;danish
Steenie;M;scottish
Steeve;M;
Stef;F,M;english
Stefan;M;german, scandinavian, polish, bulgarian, roma
Stefana;F;polish
Stefania;F;italian, polish, romanian
Stefanie;F;german, english, dutch
Stefano;M;italian
Stefanos;M;greek
Steffan;M;welsh
Steffen;M;german
Steffie;F;
Stein;M;norwegian
Stela;F;romanian
Stelara;F;esperanto
Stelian;M;romanian
Stelios;M;greek
Stella;F;english
Stellan;M;swedish
Sten;M;swedish
Stepan;M;czech, russian
Steph;F,M;english
Stephan;M;german
Stephane;M;
Stephania;F;english
Stephanie;F;english, german
Stephanos;M;ancient greek, greek
Stephany;F;english
Stephen;M;english, biblical
Steren;F;cornish
Sterling;M;english
Sterre;F;dutch
Steve;M;english
Steven;M;english
Stevie;F,M;english
Stew;M;english
Stewart;M;english
Stian;M;scandinavian
Stig;M;scandinavian
Stijn;M;dutch
Stina;F;scandinavian
Stiof;M;irish
Stirling;M;english
Storm;M,F;english
Straton;M;ancient greek
Stribog;M;slavic mythology
Stu;M;english
Stuart;M;english, scottish
Stylianos;M;greek
Su;F;english
Subhash;M;indian
Subira;F;african
Sudarshana;M;indian
Sudhir;M;indian
Sue;F;english
Suha;F;arabic
Suhail;M;arabic
Suhayl;M;arabic
Suibhne;M;irish, scottish
Suibne;M;irish
Sukie;F;english
Sulabha;F;indian
Sulaiman;M;indian
Sulislaw;M;polish
Sullivan;M;english
Sulo;M;finnish
Suman;M;indian
Sumantra;M;indian
Sumati;F,M;indian
Sumayya;F;arabic
Sumiko;F;japanese
Summanus;M;roman mythology
Summer;F;english
Sunan;M;thai
Sundar;M;indian
Sundara;M;indian
Sunday;F;english
Sunder;M;indian
Sunil;M;indian
Sunita;F;indian
Sunitha;F;indian
Suniti;F;indian
Sunniva;F;scandinavian
Sunny;M,F;english
Sunshine;F;english
Suraj;M;indian
Suraya;F;arabic
Surendra;M;indian
Suresh;M;indian
Surinder;M;indian
Surya;M;indian, hindu mythology
Susan;F;english
Susana;F;spanish, italian
Susanita;F;spanish
Susanna;F;english, italian, biblical
Susannah;F;english, biblical (variant)
Susanne;F;german
Suse;F;german
Susheela;F;indian
Sushil;M;indian
Sushila;F;indian
Susie;F;english
Susumu;M;japanese
Suvi;F;finnish
Suzan;F;english
Suzana;F;croatian, serbian
Suzanna;F;english
Suzanne;F;french
Suzette;F;french
Suzie;F;english
Suzu;F;japanese
Suzume;F;japanese
Suzy;F;english
Svajone;F;lithuanian
Svana;F;icelandic
Svanhild;F;norwegian
Svanhildur;F;icelandic
Svarog;M;slavic mythology
Sven;M;swedish
Sverre;M;norwegian
Sveta;F;russian
Svetlana;F;russian, czech, bulgarian
Svjetlana;F;croatian
Svyatopolk;M;russian
Svyatoslav;M;russian
Swan;M;
Swanhild;F;german
Swanhilda;F;german
Swanhilde;F;german
Swann;F,M;
Swaran;M;indian
Sweeney;M;irish, scottish
Swietomierz;M;polish
Swietopelk;M;polish
Swietoslaw;M;polish
Swithin;M;
Swithun;M;
Sybella;F;english
Sybil;F;english
Sybilla;F;english, german
Sybille;F;german, french
Syd;M;english
Sydne;F;english
Sydney;F,M;english
Sylia;F;
Sylvain;M;french
Sylvaine;F;french
Sylvana;F;english
Sylvester;M;english
Sylvestre;M;french
Sylvia;F;english, scandinavian, german
Sylviane;F;french
Sylvianne;F;french
Sylvie;F;french
Sylwester;M;polish
Sylwia;F;polish
Symphony;F;english
Syntyche;F;biblical, ancient greek
Syrine;F;
Szabolcs;M;hungarian
Szczepan;M;polish
Szczesny;M;polish
Szilveszter;M;hungarian
Szilvia;F;hungarian
Szymon;M;polish
T;M;
Ta;F;
Taavetti;M;finnish
Taavi;M;finnish
Tabatha;F;english
Tabby;F;english
Tabea;F;german
Tabitha;F;english, biblical
Tacey;F;english
Tacita;F;ancient roman, english
Tacito;M;italian, spanish, portuguese
Tacitus;M;ancient roman
Tad;M;english
Taddeo;M;italian
Tadej;M;slovene
Tadeo;M;spanish
Tadeu;M;portuguese
Tadeusz;M;polish
Tadg;M;irish, scottish
Tadhg;M;irish, scottish
Taegan;M,F;
Taffy;M;welsh
Taha;M;
Tahar;M;
Tahnee;F;english (modern)
Tahvo;M;finnish
Tai;M,F;chinese
Taimi;F;finnish
Taïna;F;
Taïs;F;
Takako;F;japanese
Takashi;M;japanese
Takehiko;F;japanese
Takeshi;M;japanese
Takouhi;F;armenian
Takumi;M;japanese
Tal;M,F;jewish
Talbot;M;english
Taletta;F;
